department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
Operations,Male,52,20,3.6,2,1,0,0
HR,Male,43,15,3.4,4,1,0,0
HR,Male,59,21,3.2,3,1,0,0
IT,Female,23,28,2.7,4,0,0,0
IT,Male,44,25,3.4,5,1,0,1
Operations,Male,56,20,3.9,2,0,1,0
Marketing,Female,58,6,4.1,2,1,0,0
IT,Male,53,4,3.6,0,1,0,1
IT,Male,33,17,3.0,5,1,0,0
IT,Male,56,15,2.9,4,0,0,1
HR,Female,24,18,3.2,6,1,0,1
Operations,Female,55,6,2.5,1,1,0,0
HR,Male,59,24,2.2,2,0,0,0
Finance,Male,45,25,2.8,3,0,0,0
HR,Male,59,20,3.7,3,0,0,0
Finance,Male,38,22,2.7,1,1,1,1
Sales,Female,22,19,3.7,3,1,0,0
Sales,Male,29,12,3.1,2,1,0,1
Finance,Male,36,9,4.1,1,1,0,1
Finance,Male,46,8,3.2,4,1,0,1
HR,Male,29,28,3.3,4,0,0,1
Finance,Female,53,15,3.1,2,0,1,0
Operations,Male,34,1,3.1,2,1,0,0
Sales,Female,36,29,3.5,0,1,0,0
Sales,Male,27,2,3.6,5,1,0,1
Marketing,Female,54,26,3.5,2,1,0,0
Finance,Male,28,25,2.9,1,0,0,0
IT,Female,54,26,3.7,2,1,1,1
IT,Male,50,3,2.9,2,1,0,1
Finance,Female,59,19,3.0,5,1,0,0
Operations,Male,58,10,3.2,5,0,0,1
IT,Male,53,25,3.9,1,0,0,0
Marketing,Female,24,14,2.9,2,1,0,0
Finance,Female,41,19,3.7,1,0,0,1
Operations,Female,35,26,2.2,2,1,0,0
Operations,Male,49,28,3.8,2,1,0,1
HR,Male,59,11,4.0,4,1,0,1
Operations,Female,25,21,3.8,2,0,0,1
IT,Male,36,6,3.5,0,0,0,0
IT,Male,38,19,3.2,0,1,0,1
Finance,Male,58,14,3.0,2,0,0,0
Finance,Male,45,26,3.1,3,1,0,1
Operations,Male,59,8,3.2,1,1,0,0
Marketing,Female,57,2,4.0,5,0,0,1
Sales,Female,29,22,3.4,2,0,0,0
HR,Male,24,18,3.9,4,0,0,0
Sales,Female,51,25,5.0,4,0,0,0
Operations,Female,43,22,4.3,3,0,0,1
Operations,Female,54,25,3.5,2,0,0,0
Sales,Female,46,4,3.2,5,1,0,1
HR,Female,51,28,3.9,3,1,0,0
Sales,Male,58,3,3.9,3,0,0,1
Finance,Male,24,2,3.8,3,1,0,1
IT,Male,25,24,4.2,5,1,0,1
Marketing,Female,50,4,3.0,2,1,1,0
Finance,Female,53,18,3.6,3,0,0,1
IT,Female,44,11,3.5,1,1,0,1
Marketing,Female,40,9,3.8,0,1,0,0
Marketing,Female,36,28,3.3,1,0,0,1
Marketing,Male,37,8,3.7,5,1,1,0
Operations,Female,44,21,2.6,2,1,0,0
Marketing,Male,58,8,3.5,3,1,0,1
HR,Male,22,5,4.4,4,0,1,1
Sales,Male,40,13,3.2,3,1,0,1
HR,Male,58,7,3.4,2,1,0,0
Sales,Female,56,21,4.0,3,1,0,1
Finance,Male,51,29,3.7,8,1,0,1
Finance,Female,38,5,2.6,2,0,0,0
Sales,Male,47,13,3.4,4,1,0,1
HR,Male,34,20,3.7,6,0,0,0
Sales,Female,43,29,4.2,0,1,0,1
Marketing,Female,44,16,4.1,4,1,1,1
Operations,Male,54,14,3.5,1,1,1,1
Finance,Male,48,5,3.8,4,1,0,1
Operations,Male,56,23,3.5,2,1,0,1
Marketing,Female,33,19,3.2,3,1,0,0
Marketing,Female,30,4,4.0,1,1,0,1
Finance,Male,55,24,4.0,1,1,1,1
Finance,Male,35,22,3.6,3,0,0,1
Marketing,Female,58,24,3.2,6,0,0,0
IT,Female,24,11,3.5,3,1,0,0
Operations,Female,42,2,3.5,3,1,0,0
Operations,Male,28,13,4.0,4,0,0,0
IT,Female,54,16,3.3,3,0,0,1
HR,Female,56,9,3.5,1,1,0,0
Operations,Female,32,16,3.6,3,0,0,1
Sales,Male,53,7,3.4,0,0,0,0
Marketing,Female,43,16,3.6,2,0,0,1
Marketing,Female,40,13,3.6,2,1,0,0
IT,Female,57,5,3.1,1,1,0,1
Operations,Male,58,27,3.2,4,0,0,1
HR,Male,32,15,2.8,2,0,0,0
Operations,Male,34,7,3.1,3,0,0,0
Marketing,Male,49,18,4.2,3,0,0,1
Finance,Male,36,27,3.8,4,1,0,1
Sales,Male,34,20,3.1,1,1,0,1
IT,Male,54,23,3.4,3,0,0,0
Finance,Female,29,2,3.1,3,1,0,1
HR,Male,53,8,3.9,3,1,0,0
Finance,Male,58,10,3.6,2,1,1,0
Finance,Female,25,10,3.8,4,0,0,0
HR,Female,39,11,3.3,1,0,0,0
Finance,Female,44,21,4.0,4,1,0,1
IT,Male,50,29,2.9,6,1,0,1
Marketing,Male,23,21,3.2,2,0,1,1
Operations,Male,34,8,3.3,6,1,0,0
Finance,Male,37,16,3.9,1,0,0,0
IT,Female,29,16,3.2,5,1,0,0
Operations,Female,40,29,3.0,1,1,0,0
Operations,Male,53,29,3.5,1,1,0,1
Finance,Female,24,28,4.7,2,1,0,1
IT,Male,53,17,3.0,2,0,0,0
Marketing,Male,42,6,4.1,5,0,0,0
Finance,Female,46,18,3.5,3,0,1,0
HR,Male,38,17,3.5,1,0,0,0
Operations,Female,46,12,3.2,4,1,0,1
Finance,Male,54,15,3.8,3,0,0,1
Operations,Female,52,29,4.0,2,1,0,1
IT,Male,57,7,4.3,3,0,0,0
Sales,Male,44,28,3.6,3,1,0,1
Finance,Female,46,14,3.2,3,1,0,0
Marketing,Female,51,4,4.4,4,0,0,1
Finance,Female,34,17,3.3,4,0,0,0
Operations,Female,50,26,3.1,4,1,0,1
IT,Female,37,11,3.6,1,1,0,0
HR,Male,59,27,3.0,3,0,0,1
Marketing,Male,48,6,3.3,4,1,0,0
IT,Male,47,10,3.8,4,0,0,1
Finance,Female,32,29,4.9,4,0,0,1
HR,Female,58,28,3.8,4,1,0,1
IT,Female,24,15,4.1,2,1,1,1
Sales,Female,47,29,3.2,3,1,0,1
Marketing,Female,55,6,3.6,5,0,0,0
Operations,Male,54,16,2.5,4,0,0,0
IT,Male,36,12,2.8,4,0,0,0
IT,Female,23,19,3.6,2,1,0,0
Sales,Male,49,16,3.7,2,0,0,1
Finance,Male,41,14,3.9,4,0,0,1
Marketing,Male,59,6,3.4,2,1,0,1
Marketing,Male,37,26,4.3,3,1,0,1
Operations,Female,25,9,3.8,5,0,0,1
IT,Male,29,22,2.6,2,1,0,0
HR,Female,41,1,2.6,2,1,0,1
IT,Male,47,26,3.6,3,0,0,1
Operations,Female,53,22,3.4,3,1,0,0
IT,Female,34,8,3.6,1,0,0,0
Sales,Female,26,7,3.3,3,0,0,0
IT,Female,34,14,3.2,3,0,0,0
IT,Male,32,8,3.1,3,1,0,1
HR,Male,58,11,3.5,0,0,0,0
Sales,Male,53,28,3.9,4,1,0,1
Sales,Female,39,24,3.0,5,0,0,1
IT,Female,50,9,3.4,2,0,0,1
Marketing,Male,36,19,4.2,4,1,0,0
HR,Female,41,7,2.6,1,0,0,0
IT,Male,57,6,3.8,1,1,1,1
IT,Male,26,18,3.4,2,1,0,0
Operations,Female,58,5,3.1,1,1,0,0
Operations,Male,54,19,3.2,3,0,0,0
Marketing,Male,39,11,4.0,7,1,0,1
HR,Female,40,5,3.4,2,0,0,0
Finance,Female,53,27,3.0,3,0,0,1
Operations,Male,43,25,3.1,4,1,0,1
Finance,Female,22,24,3.3,3,1,0,1
Sales,Male,46,25,3.9,6,1,0,1
Operations,Male,41,9,3.2,4,1,0,1
Operations,Female,56,27,3.5,1,1,0,1
HR,Male,27,24,3.2,2,1,0,1
Marketing,Male,27,8,3.3,5,0,1,0
Finance,Male,58,11,3.4,3,1,0,0
Operations,Female,24,27,3.0,5,1,0,1
Operations,Male,58,22,3.1,2,1,0,1
HR,Male,52,6,3.2,4,0,0,0
HR,Male,56,15,4.3,6,1,1,1
Marketing,Male,36,6,3.5,3,0,0,0
Finance,Female,38,26,3.1,2,1,0,0
Sales,Male,36,22,3.9,2,1,0,1
Marketing,Female,26,29,3.9,3,1,0,1
Sales,Female,43,11,3.0,1,1,0,1
IT,Female,32,29,4.3,1,1,0,1
Operations,Male,49,15,3.7,3,1,0,0
Finance,Male,35,12,3.7,1,0,0,1
Marketing,Male,24,9,3.7,1,1,0,1
Operations,Male,32,10,3.7,5,0,0,1
Finance,Male,51,29,3.4,1,1,0,1
Finance,Female,59,15,3.8,4,1,0,1
Finance,Male,26,17,3.3,1,0,0,0
Operations,Male,43,16,4.3,4,0,0,1
Marketing,Male,34,26,2.5,3,1,0,0
HR,Male,42,22,3.0,7,1,0,1
Operations,Female,58,8,3.7,8,0,1,1
Finance,Male,46,17,3.5,4,1,0,0
Marketing,Female,42,11,3.2,2,1,0,0
IT,Female,49,11,3.6,1,1,0,0
Sales,Female,25,6,2.9,3,0,0,1
Finance,Male,50,25,3.0,3,0,0,0
IT,Female,56,22,3.4,4,0,0,1
HR,Male,44,2,3.7,2,1,0,1
Finance,Female,28,1,3.1,0,0,0,0
IT,Male,30,20,2.6,2,1,0,1
Finance,Male,44,6,3.6,4,1,0,1
Operations,Female,24,26,3.7,2,1,1,1
Marketing,Female,30,26,3.0,1,0,0,1
IT,Male,25,25,3.3,3,1,1,1
Marketing,Male,46,5,4.0,5,0,0,0
Operations,Female,27,23,2.9,4,0,1,1
Operations,Male,39,22,3.5,2,1,0,1
Marketing,Male,28,22,3.2,4,1,0,1
IT,Female,56,9,4.6,5,0,0,1
Marketing,Female,52,5,2.9,4,1,0,0
Marketing,Female,59,18,2.6,3,1,1,1
Sales,Female,53,24,3.8,7,1,0,1
IT,Male,56,27,3.3,5,1,0,1
Sales,Female,49,19,3.0,3,0,0,1
Finance,Male,26,15,3.3,2,1,0,1
Marketing,Male,51,15,4.3,2,0,0,1
Finance,Female,43,9,3.5,4,1,0,0
IT,Male,38,14,4.2,4,1,0,1
Marketing,Male,31,5,2.9,2,1,0,1
Finance,Male,28,17,4.0,4,1,0,0
HR,Male,25,15,3.0,4,1,0,0
Operations,Female,48,20,4.1,2,1,0,0
Marketing,Male,28,25,4.1,2,0,0,0
Operations,Male,44,17,3.0,7,1,1,1
Sales,Male,32,24,3.7,2,1,0,0
Finance,Male,29,24,3.6,4,0,0,0
Sales,Male,29,25,4.0,1,0,0,0
Marketing,Female,58,9,2.9,1,1,0,1
Operations,Male,26,13,3.3,3,0,0,0
Operations,Female,28,22,3.5,6,0,0,0
Finance,Male,43,13,4.3,2,1,0,0
Marketing,Male,57,5,3.5,1,1,0,1
HR,Male,23,28,3.0,4,1,0,1
HR,Male,45,28,3.7,4,1,0,0
Finance,Male,23,14,3.0,4,1,0,0
Marketing,Male,33,7,2.7,4,1,1,0
Finance,Male,47,25,3.4,1,0,0,1
Marketing,Male,59,5,3.6,3,0,0,1
Sales,Female,27,12,3.6,2,0,0,0
Finance,Female,44,3,3.5,4,0,0,0
Marketing,Male,23,9,4.4,3,1,1,0
HR,Female,47,10,4.3,4,1,0,0
Marketing,Female,35,29,3.1,3,1,0,0
Marketing,Male,39,1,4.0,4,1,0,1
Finance,Female,59,14,4.6,1,0,0,1
Sales,Female,53,1,4.4,2,0,0,1
Sales,Male,35,10,4.0,2,0,0,1
Sales,Female,51,11,3.4,2,0,0,0
Sales,Female,34,28,2.8,3,1,0,1
IT,Male,52,20,3.0,4,0,0,0
Finance,Male,58,2,3.8,3,1,0,0
Operations,Female,59,23,3.6,3,1,0,0
Finance,Female,43,2,3.5,4,0,0,1
IT,Male,49,23,4.0,6,0,0,1
Sales,Male,40,24,4.1,4,0,0,1
IT,Female,37,28,4.1,1,1,0,1
HR,Male,26,11,3.9,8,0,1,1
HR,Female,23,8,3.8,0,1,0,0
Finance,Male,31,3,3.2,2,1,0,0
Finance,Male,40,9,3.5,3,1,0,1
Operations,Male,41,26,3.7,5,1,0,0
Operations,Male,50,16,3.5,2,1,0,1
HR,Male,46,26,2.7,0,1,0,1
Sales,Female,38,16,3.7,6,0,0,0
IT,Female,34,10,3.5,5,1,0,0
Operations,Male,37,6,3.4,4,0,0,0
Marketing,Female,56,20,3.8,8,1,0,1
Operations,Male,57,24,3.8,1,1,0,1
Sales,Male,24,20,4.1,4,1,0,1
Sales,Male,30,20,3.8,3,1,0,0
Finance,Male,50,11,3.3,2,1,0,0
IT,Female,26,8,4.2,2,0,0,0
Sales,Female,24,20,4.3,2,1,0,1
Operations,Male,31,1,3.5,1,0,0,1
Operations,Female,52,6,4.1,4,1,0,1
HR,Male,32,28,3.6,7,1,0,1
Sales,Male,38,8,4.1,6,0,0,0
Marketing,Male,29,14,4.2,4,1,0,1
Finance,Female,23,3,3.2,2,1,0,1
IT,Male,25,2,4.2,5,0,0,0
Marketing,Female,37,22,3.5,3,0,0,1
Finance,Male,42,1,3.7,1,1,0,0
Operations,Male,26,11,4.1,4,1,0,1
Marketing,Female,56,21,3.4,3,1,0,0
Finance,Male,35,6,4.0,3,0,0,0
Operations,Female,36,8,3.6,4,0,0,0
Operations,Female,27,7,3.3,4,1,0,0
Operations,Female,37,6,3.8,0,1,0,1
Operations,Male,44,18,4.1,6,0,0,1
Operations,Male,52,12,3.6,3,1,0,0
HR,Female,33,8,3.0,1,1,0,0
Marketing,Female,40,24,3.3,1,1,0,0
Finance,Female,33,27,3.1,2,1,0,0
HR,Male,34,21,4.6,1,0,0,0
HR,Male,23,19,3.1,3,1,0,1
Sales,Male,41,28,2.4,2,1,0,1
Sales,Male,52,27,3.3,2,1,0,0
Sales,Male,30,24,3.6,4,1,0,1
IT,Male,42,5,3.5,2,1,0,1
Sales,Male,29,19,3.6,5,0,0,0
Finance,Female,58,9,2.9,0,1,0,0
HR,Female,50,25,3.5,4,1,0,0
Finance,Male,40,12,3.0,2,0,0,0
Marketing,Male,56,15,4.0,0,0,0,0
Sales,Female,59,23,2.9,2,1,0,0
IT,Male,47,13,3.5,2,1,0,1
Marketing,Female,32,24,3.1,0,0,0,0
IT,Female,57,13,4.0,4,1,0,1
Marketing,Female,56,21,3.3,0,1,0,0
HR,Female,25,21,3.0,3,0,0,0
Finance,Male,24,5,4.0,5,1,0,0
Operations,Female,33,2,2.5,3,1,0,0
Finance,Male,53,19,3.8,9,1,0,1
Sales,Male,47,8,3.7,3,0,0,1
Operations,Male,34,14,4.8,4,0,0,0
IT,Male,59,29,3.8,1,0,0,0
HR,Male,50,6,3.8,4,1,0,0
HR,Male,40,25,3.1,1,1,0,1
IT,Female,56,7,3.4,4,1,0,0
Sales,Female,48,14,3.6,3,1,0,1
IT,Male,52,6,4.2,4,0,0,0
Marketing,Male,24,16,3.1,3,1,0,1
Sales,Male,56,27,2.6,2,1,0,0
Operations,Female,45,4,3.5,4,1,0,0
IT,Male,28,7,2.7,3,1,1,1
Sales,Female,56,16,3.9,0,1,0,1
Operations,Male,42,4,4.3,1,1,0,0
IT,Female,22,7,4.0,1,0,0,1
HR,Male,27,21,3.2,3,1,0,0
IT,Male,55,2,4.3,0,0,0,1
Finance,Male,39,23,3.1,5,1,1,1
IT,Male,46,8,3.0,9,1,0,0
Finance,Female,36,10,4.2,6,0,0,1
Operations,Female,53,27,3.3,3,1,0,1
IT,Male,39,2,3.6,3,1,0,0
Operations,Female,52,6,4.0,1,1,0,0
Operations,Male,50,4,3.0,1,1,0,0
Sales,Female,36,21,3.2,5,0,0,0
Operations,Male,44,1,3.2,2,0,0,0
Operations,Female,59,6,3.4,2,1,0,1
IT,Male,32,28,3.1,3,1,0,1
IT,Male,36,12,3.7,6,1,0,0
HR,Male,44,27,3.7,2,1,0,1
Sales,Male,24,14,3.5,6,0,0,0
Operations,Female,40,15,3.6,2,0,0,0
Sales,Male,22,24,3.2,3,1,0,0
Finance,Female,45,18,3.5,1,1,0,0
Operations,Female,32,17,2.7,2,0,0,0
Sales,Female,51,9,4.0,5,0,0,1
HR,Female,32,15,3.2,3,0,0,0
HR,Female,22,18,3.2,2,1,0,0
Operations,Female,33,24,3.0,1,1,0,0
Finance,Female,25,21,3.6,1,0,0,0
HR,Male,46,18,3.2,3,0,0,0
HR,Female,29,5,3.8,3,0,0,0
Finance,Female,36,16,3.0,2,0,0,1
Sales,Female,51,9,3.6,1,1,0,0
HR,Male,53,22,3.7,2,1,0,1
IT,Male,56,3,3.9,3,1,0,1
Marketing,Female,42,12,3.8,7,0,0,1
Marketing,Female,52,24,3.0,8,1,0,0
HR,Male,57,14,3.5,3,1,0,0
Sales,Male,48,1,3.4,0,1,1,0
Sales,Male,29,9,3.0,1,0,1,0
Operations,Female,44,9,3.5,4,0,0,1
IT,Male,44,20,2.8,4,1,0,1
Sales,Female,54,13,3.6,2,0,1,1
Finance,Female,34,8,4.1,2,1,0,1
IT,Female,56,11,4.0,3,0,0,0
Marketing,Male,37,14,3.7,4,0,0,0
IT,Female,33,16,3.6,1,0,0,1
Finance,Female,52,11,3.4,5,1,0,0
HR,Male,26,19,4.6,6,0,0,0
Finance,Male,46,29,3.4,2,0,0,0
Finance,Female,42,22,2.8,4,0,0,1
HR,Female,24,10,3.9,3,0,0,1
HR,Female,31,26,3.7,2,1,0,1
HR,Male,44,8,2.9,1,1,0,0
HR,Male,38,11,3.3,3,0,0,1
HR,Male,56,25,3.6,3,1,0,0
Finance,Female,46,8,3.2,2,0,0,1
Operations,Female,23,25,4.0,3,0,0,0
Operations,Male,48,20,3.1,2,0,0,0
Sales,Male,30,10,3.4,2,0,0,0
Operations,Female,25,17,3.3,6,1,0,1
Marketing,Female,47,23,3.7,2,0,0,1
Operations,Male,53,11,3.8,4,1,0,0
Finance,Female,50,12,3.7,6,1,0,0
HR,Female,43,10,2.6,2,1,0,1
HR,Male,34,20,3.6,5,1,0,1
Finance,Male,44,17,3.7,1,1,0,1
Marketing,Male,52,3,3.8,5,1,0,1
Operations,Male,57,7,3.4,2,1,0,1
Finance,Female,52,27,3.5,3,0,0,0
Sales,Male,36,3,3.2,3,1,0,1
HR,Male,35,17,4.1,2,1,0,0
IT,Male,56,23,2.8,0,1,0,1
Sales,Male,45,8,3.7,3,1,0,1
Marketing,Female,51,21,3.0,3,1,0,0
Sales,Male,51,22,3.3,5,1,0,0
Finance,Male,48,19,3.5,2,1,0,0
Operations,Female,35,14,2.5,1,0,0,0
HR,Male,32,5,2.8,5,1,1,0
Marketing,Female,47,19,2.7,3,1,0,1
Marketing,Male,42,13,3.7,2,0,0,0
IT,Female,30,18,4.0,2,1,0,0
Sales,Female,22,23,2.7,2,1,0,1
IT,Male,27,26,3.4,2,0,0,0
Operations,Female,22,11,3.6,2,1,0,0
Operations,Male,43,23,3.6,5,1,0,1
IT,Female,34,12,4.5,3,1,0,1
HR,Male,59,8,3.6,3,0,0,0
Operations,Female,52,12,3.0,3,1,1,0
IT,Male,36,1,3.9,2,0,0,0
Sales,Female,23,18,4.3,4,1,0,1
IT,Female,52,2,2.8,4,1,0,0
IT,Female,47,12,3.8,4,0,0,1
Finance,Male,23,19,3.5,3,0,0,0
Operations,Male,32,23,3.0,2,0,0,0
HR,Male,54,7,3.2,4,1,0,1
HR,Male,39,7,4.3,1,1,0,1
Finance,Male,42,1,3.9,4,0,0,1
Marketing,Male,52,18,3.7,1,0,0,0
HR,Male,47,8,2.8,3,0,0,0
IT,Male,51,25,3.8,7,1,1,1
Finance,Male,42,10,4.1,2,1,0,1
Sales,Male,37,29,2.8,4,1,0,1
Operations,Male,28,23,3.5,5,1,0,1
Operations,Female,43,29,4.0,6,1,0,0
Operations,Male,28,1,3.9,3,1,0,0
IT,Male,23,15,3.8,2,0,0,0
Sales,Male,58,15,3.5,2,0,0,1
Finance,Male,35,28,4.0,3,0,0,1
Finance,Female,29,4,3.6,3,0,1,1
Operations,Male,50,10,3.8,2,0,0,0
Sales,Male,28,8,3.7,2,0,0,1
Sales,Female,59,14,3.0,3,1,1,1
Sales,Female,43,13,3.0,1,0,0,0
HR,Male,38,21,2.8,2,1,0,1
HR,Male,37,17,3.3,2,0,0,1
Operations,Male,54,7,3.9,4,1,0,0
Sales,Male,56,6,3.7,2,0,0,0
Marketing,Male,59,9,3.5,6,1,0,0
Sales,Female,53,20,4.2,4,1,0,1
Finance,Male,24,20,3.3,2,0,0,0
Finance,Female,24,8,3.8,4,1,0,1
Operations,Male,29,14,3.3,3,1,0,0
Marketing,Male,52,20,2.8,1,0,0,0
Sales,Female,30,3,3.1,1,1,0,0
Marketing,Male,26,23,3.1,0,0,1,1
Operations,Male,49,13,2.8,2,0,0,1
Finance,Male,36,21,3.4,4,1,0,1
Finance,Male,48,9,3.1,3,0,0,0
HR,Male,52,21,4.2,2,1,0,0
Operations,Male,39,9,3.4,1,1,0,1
Operations,Male,59,22,3.1,4,0,0,1
Sales,Male,25,22,3.0,2,0,0,0
Sales,Female,42,11,2.9,4,1,0,1
HR,Male,44,6,3.9,1,0,0,1
IT,Male,43,23,4.0,3,0,0,0
Marketing,Female,22,12,2.5,1,0,0,0
IT,Female,46,27,4.6,2,0,0,0
IT,Male,49,4,3.5,3,0,0,0
Operations,Male,58,4,4.0,3,1,0,0
Marketing,Female,32,25,3.1,4,1,1,0
Operations,Male,43,28,3.0,2,0,0,0
Marketing,Female,46,23,3.4,2,0,0,1
Finance,Female,42,27,3.7,2,1,0,1
Operations,Male,57,26,3.6,2,0,0,0
Operations,Male,41,22,4.1,5,0,0,0
Operations,Female,37,17,2.6,3,1,0,1
HR,Male,49,7,4.0,4,1,0,1
Operations,Male,50,6,3.8,4,0,0,0
Sales,Male,47,28,3.7,3,0,0,0
Sales,Female,23,20,2.8,3,0,0,0
Marketing,Female,31,29,3.1,3,0,0,1
Finance,Female,34,8,3.8,2,1,0,0
HR,Female,36,7,2.3,2,0,0,1
Marketing,Male,30,8,2.6,4,1,0,0
Sales,Female,48,9,3.7,3,1,0,1
HR,Male,29,1,3.8,1,1,0,0
HR,Female,27,3,3.1,0,1,0,1
Finance,Male,57,18,3.1,2,1,0,1
HR,Male,45,19,4.0,2,0,0,0
Operations,Female,24,27,3.9,2,0,0,1
HR,Male,47,11,3.3,3,1,0,0
Finance,Female,57,16,2.9,1,1,0,0
Marketing,Female,42,18,4.2,1,0,0,0
Finance,Male,34,27,2.9,2,1,0,0
Finance,Male,32,6,3.8,7,0,0,0
Sales,Female,29,25,4.1,2,1,0,0
Operations,Male,35,2,3.5,2,1,1,1
Sales,Female,54,4,3.2,3,1,1,1
Marketing,Female,23,5,2.7,4,1,0,1
IT,Female,22,21,3.5,5,0,0,1
Marketing,Female,32,14,2.8,3,0,0,0
Operations,Female,27,1,3.7,2,1,0,1
HR,Female,53,29,2.5,2,0,0,0
Finance,Female,36,22,2.7,2,0,0,0
IT,Female,33,14,3.6,2,1,0,1
Operations,Male,58,21,3.9,4,0,0,1
Sales,Male,50,13,3.4,1,0,0,1
Finance,Female,43,22,4.0,4,1,0,1
Marketing,Male,35,16,3.2,6,1,0,0
Sales,Male,40,4,4.6,2,0,0,1
Operations,Male,26,29,2.8,5,1,0,1
Operations,Female,56,27,3.1,5,1,0,0
Marketing,Male,46,6,4.2,4,1,0,1
IT,Male,59,9,3.4,3,1,0,0
Marketing,Male,30,1,4.0,4,0,0,1
HR,Female,28,22,2.8,2,1,0,0
Sales,Male,39,17,3.0,4,0,1,0
IT,Male,23,28,3.8,2,0,1,0
Finance,Male,31,23,2.8,3,1,1,0
HR,Male,23,4,2.9,3,1,0,0
IT,Female,29,6,3.4,5,1,1,1
Sales,Female,28,16,4.2,3,0,0,1
Operations,Male,56,7,3.7,1,1,1,1
Finance,Male,44,29,3.4,1,0,0,1
Marketing,Female,29,27,3.6,3,1,1,0
Sales,Male,42,5,2.6,0,0,0,0
HR,Male,54,9,3.2,2,1,0,0
HR,Male,22,24,3.7,4,0,1,0
Operations,Male,33,19,3.6,0,1,1,1
Operations,Male,32,1,3.8,1,1,0,0
Finance,Female,51,27,3.9,0,0,0,1
Marketing,Male,25,26,3.6,4,0,0,0
Finance,Male,55,8,2.2,0,1,0,1
Operations,Male,44,20,3.7,4,1,0,1
Operations,Male,53,23,3.3,2,1,0,1
HR,Male,24,4,3.3,1,0,0,1
Operations,Male,49,23,3.3,1,1,0,1
IT,Male,25,17,3.6,3,1,1,1
Sales,Female,33,1,2.8,3,0,0,0
Operations,Female,45,2,2.6,4,0,1,0
Finance,Male,54,21,2.9,5,1,0,1
Marketing,Male,24,27,4.0,2,1,0,1
Marketing,Female,25,14,3.3,0,0,0,1
Marketing,Male,51,26,3.8,1,1,0,1
IT,Male,27,22,3.7,4,0,0,1
Finance,Female,51,2,3.7,1,1,0,1
IT,Female,29,1,3.8,4,0,0,0
Operations,Male,39,25,3.2,4,0,1,1
Sales,Male,37,13,3.8,3,0,1,1
Marketing,Female,27,23,3.7,3,0,0,1
Finance,Male,45,8,2.7,3,0,0,0
Marketing,Female,49,22,3.5,2,0,0,0
IT,Male,53,29,3.4,2,1,0,1
HR,Male,46,9,3.7,3,1,0,0
Operations,Male,49,24,3.5,6,1,0,0
Sales,Female,42,20,3.4,2,1,1,1
Operations,Female,29,21,4.3,3,1,0,1
HR,Male,57,2,3.8,5,0,1,1
Sales,Female,30,17,3.5,6,1,0,0
HR,Female,42,6,2.9,7,0,0,1
Operations,Female,22,3,3.6,0,0,0,0
IT,Female,25,27,3.1,2,1,0,1
Operations,Male,31,20,2.7,2,0,0,1
Operations,Male,47,17,3.3,3,1,0,1
Operations,Female,24,6,3.3,4,1,0,0
Finance,Female,30,8,4.0,7,0,0,1
HR,Male,53,14,4.0,2,0,0,1
HR,Male,24,10,3.8,4,1,0,1
Marketing,Female,25,20,3.5,3,1,0,0
HR,Male,27,10,3.5,3,0,0,1
Marketing,Female,30,15,3.8,6,0,0,1
Finance,Male,47,8,3.8,7,1,0,1
IT,Female,23,11,3.7,6,0,0,0
Marketing,Male,23,16,3.8,1,1,0,1
Operations,Male,42,26,3.5,6,1,0,0
IT,Male,43,3,3.4,5,0,0,0
Finance,Female,24,15,2.4,3,1,0,0
HR,Female,56,13,3.3,0,1,0,0
Marketing,Female,59,11,3.1,1,1,0,0
Operations,Male,54,14,3.5,4,0,1,1
Sales,Female,36,7,3.2,1,1,0,0
Sales,Female,32,19,3.6,5,0,0,1
IT,Female,31,15,2.6,3,1,0,1
HR,Female,57,6,3.0,2,1,0,0
Sales,Male,35,20,3.1,4,1,0,1
IT,Female,23,22,3.0,2,0,0,1
Finance,Female,58,7,5.0,5,0,0,1
IT,Female,50,24,2.5,6,0,1,0
IT,Female,56,14,3.8,1,1,0,0
IT,Male,41,22,4.0,2,1,1,1
Operations,Female,42,4,3.3,2,1,0,0
IT,Male,55,9,3.7,4,1,0,1
Marketing,Male,54,7,3.8,1,1,0,0
IT,Female,40,25,3.6,3,0,1,1
Operations,Male,29,15,2.6,8,1,0,1
Operations,Male,52,3,3.7,4,1,0,1
Finance,Female,32,5,4.0,2,1,0,0
HR,Male,29,17,4.5,1,1,0,1
Sales,Male,46,27,2.8,3,1,0,1
Sales,Male,41,28,3.4,3,1,1,1
IT,Male,59,24,3.5,2,1,0,1
Finance,Male,28,1,3.5,5,1,0,0
IT,Male,34,1,2.7,2,1,0,0
Sales,Male,31,16,4.1,5,1,0,0
Operations,Male,29,23,4.0,2,1,0,0
HR,Male,41,14,3.7,3,0,0,1
Finance,Female,38,11,3.3,2,1,1,1
Operations,Male,32,14,3.4,2,1,1,1
HR,Female,37,8,3.4,2,1,0,1
Finance,Male,58,19,2.8,6,1,0,0
Finance,Female,53,2,3.9,1,1,0,0
Sales,Female,47,23,3.5,3,1,0,1
Operations,Male,58,10,3.8,3,0,0,1
Finance,Male,30,5,3.6,1,1,1,0
Marketing,Male,56,15,3.0,5,1,0,1
Finance,Female,24,1,3.0,3,1,1,1
